city,timestamp,temperature,season
New York,2010-01-01,-2.2492487341574394,winter
New York,2010-01-02,-3.863685002407793,winter
New York,2010-01-03,-3.245543283222686,winter
New York,2010-01-04,-3.226807823945669,winter
New York,2010-01-05,6.604175395083535,winter
New York,2010-01-06,2.9976875225538953,winter
New York,2010-01-07,-5.864754887714478,winter
New York,2010-01-08,5.0905755730862285,winter
New York,2010-01-09,2.5743598874680416,winter
New York,2010-01-10,4.546863418262125,winter
New York,2010-01-11,-4.215389670177359,winter
New York,2010-01-12,6.866471941478797,winter
New York,2010-01-13,0.062485678943525025,winter
New York,2010-01-14,-0.8072513922997525,winter
New York,2010-01-15,-0.5103034279121555,winter
New York,2010-01-16,-5.64538861450547,winter
New York,2010-01-17,0.5200958542974596,winter
New York,2010-01-18,6.6623201721296805,winter
New York,2010-01-19,-4.602740021395232,winter
New York,2010-01-20,-1.5642424314241716,winter
New York,2010-01-21,1.7382020545636603,winter
New York,2010-01-22,-7.027738316192615,winter
New York,2010-01-23,-7.083964937079133,winter
New York,2010-01-24,-3.7498489747978594,winter
New York,2010-01-25,-2.0991271630331183,winter
New York,2010-01-26,-3.8836703690918393,winter
New York,2010-01-27,-4.9702116038181385,winter
New York,2010-01-28,-0.7081792880144213,winter
New York,2010-01-29,-9.312856190408606,winter
New York,2010-01-30,-2.0147602699306706,winter
New York,2010-01-31,-6.708407393505733,winter
New York,2010-02-01,0.7840272245727298,winter
New York,2010-02-02,-1.611064986541904,winter
New York,2010-02-03,9.797893389959802,winter
New York,2010-02-04,-6.671570808906912,winter
New York,2010-02-05,-12.791872739000834,winter
New York,2010-02-06,-1.9801777638636238,winter
New York,2010-02-07,6.366609649700832,winter
New York,2010-02-08,-2.3955589034306564,winter
New York,2010-02-09,0.32981811300049063,winter
New York,2010-02-10,-6.2806984383948885,winter
New York,2010-02-11,-9.094387315799022,winter
New York,2010-02-12,-3.984362354942057,winter
New York,2010-02-13,0.8626295634704442,winter
New York,2010-02-14,3.7290508541432565,winter
New York,2010-02-15,-2.9933282185177457,winter
New York,2010-02-16,-6.231297001766878,winter
New York,2010-02-17,-4.271743678476859,winter
New York,2010-02-18,9.364195143181249,winter
New York,2010-02-19,-10.284944105790437,winter
New York,2010-02-20,-7.897525183482955,winter
New York,2010-02-21,3.380884069856464,winter
New York,2010-02-22,2.991693160160775,winter
New York,2010-02-23,-5.6364343088790205,winter
New York,2010-02-24,7.920900064414806,winter
New York,2010-02-25,-1.2130452844551038,winter
New York,2010-02-26,0.6127575195441693,winter
New York,2010-02-27,1.8829119946557438,winter
New York,2010-02-28,6.636227986502451,winter
New York,2010-03-01,18.137598162150994,spring
New York,2010-03-02,10.827520141134038,spring
New York,2010-03-03,16.7009689896974,spring
New York,2010-03-04,1.2980575824239189,spring
New York,2010-03-05,11.227947657219422,spring
New York,2010-03-06,12.368065531725993,spring
New York,2010-03-07,10.299227686831411,spring
New York,2010-03-08,3.326314090649822,spring
New York,2010-03-09,12.604847562849876,spring
New York,2010-03-10,5.324228515130076,spring
New York,2010-03-11,7.841958581462423,spring
New York,2010-03-12,7.915213792909032,spring
New York,2010-03-13,9.451137536717088,spring
New York,2010-03-14,6.392616186610594,spring
New York,2010-03-15,5.128775990007045,spring
New York,2010-03-16,12.954839821537217,spring
New York,2010-03-17,10.038824327430202,spring
New York,2010-03-18,11.419470472650616,spring
New York,2010-03-19,7.275832731292063,spring
New York,2010-03-20,11.252789130881336,spring
New York,2010-03-21,6.4450780572200195,spring
New York,2010-03-22,10.13848405601336,spring
New York,2010-03-23,0.3288893940973594,spring
New York,2010-03-24,5.064398364112233,spring
New York,2010-03-25,3.4419363558676066,spring
New York,2010-03-26,9.722659971608175,spring
New York,2010-03-27,16.42992468294981,spring
New York,2010-03-28,9.035739750950752,spring
New York,2010-03-29,13.229509774753518,spring
New York,2010-03-30,11.900990492414724,spring
New York,2010-03-31,17.8148233957026,spring
New York,2010-04-01,5.9632270122077164,spring
New York,2010-04-02,10.806200049575985,spring
New York,2010-04-03,18.355031321929474,spring
New York,2010-04-04,3.165230717106608,spring
New York,2010-04-05,19.289895746210284,spring
New York,2010-04-06,9.312082577551989,spring
New York,2010-04-07,9.571143272150367,spring
New York,2010-04-08,17.616613863400033,spring
New York,2010-04-09,11.49767795453223,spring
New York,2010-04-10,11.047337520256091,spring
New York,2010-04-11,4.625171212126874,spring
New York,2010-04-12,7.7612900637195885,spring
New York,2010-04-13,9.284307339420062,spring
New York,2010-04-14,14.2377106022091,spring
New York,2010-04-15,12.619811866452807,spring
New York,2010-04-16,6.180229113428473,spring
